customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_squared,tenure_sqrt,tenure_log,tenure_group,tenure^2,SeniorCitizen_zscore,tenure_zscore,MonthlyCharges_zscore,tenure_squared_zscore,tenure_sqrt_zscore,tenure_log_zscore,tenure^2_zscore
2719-BDAQO,Male,0,No,No,17,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,93.85,1625.65,Yes,289,4.123105625617661,2.8903717578961645,1-2yr,289.0,-0.43988526114243554,-0.6258743270562359,0.9667086078289444,-0.7601261081610624,-0.3977803340249558,-0.12678485657769104,-0.7601261081610624
5285-MVEHD,Female,0,Yes,No,56,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),105.6,6068.65,No,3136,7.483314773547883,4.04305126783455,4-6yr,3136.0,-0.43988526114243554,0.9621071112798443,1.3572031777383244,0.8288025017251585,0.9503108834670433,0.8707656747336829,0.8288025017251585
0379-DJQHR,Male,0,Yes,Yes,67,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),81.35,5398.6,No,4489,8.18535277187245,4.219507705176107,4-6yr,4489.0,-0.43988526114243554,1.4099993118361744,0.5512888526061998,1.5839203131673985,1.2319633694350582,1.023474394985673,1.5839203131673985
0781-LKXBR,Male,1,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.5,918.6,Yes,81,3.0,2.302585092994046,0-1yr,81.0,2.2729973082324975,-0.9516141092790216,1.1877119176074449,-0.8762122166459005,-0.8483620578273654,-0.6354664934206943,-0.8762122166459005
5543-QDCRY,Male,0,No,No,4,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,56.4,234.85,No,16,2.0,1.6094379124341003,0-1yr,16.0,-0.43988526114243554,-1.1552014731682625,-0.27788897881839847,-0.9124891255474125,-1.2495547092795463,-1.235329102483221,-0.9124891255474125
0297-RBCSG,Male,0,No,No,19,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),65.35,1231.85,No,361,4.358898943540674,2.995732273553991,1-2yr,361.0,-0.43988526114243554,-0.5444393815005395,0.019551565921086575,-0.7199424552240031,-0.303181787612715,-0.03560388435816833,-0.7199424552240031
4694-PHWFW,Female,0,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,170.9,No,64,2.8284271247461903,2.1972245773362196,0-1yr,64.0,-0.43988526114243554,-0.9923315820568698,-1.489252985047922,-0.8857000235893728,-0.9171958345677156,-0.726647465640217,-0.8857000235893728
0835-JKADZ,Female,0,No,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,111.25,7984.15,No,5041,8.426149773176359,4.276666119016055,4-6yr,5041.0,-0.43988526114243554,1.5728692029475673,1.5449729070990053,1.8919949856848532,1.3285693568499077,1.0729403615473618,1.8919949856848532
1907-UBQFC,Male,1,No,No,10,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,72.85,688.65,Yes,100,3.1622776601683795,2.3978952727983707,0-1yr,100.0,2.2729973082324975,-0.9108966365011734,0.2688034190547334,-0.8656081971208431,-0.7832574530729572,-0.5529832709087674,-0.8656081971208431
7508-SMHXL,Female,1,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),89.0,1288.3,No,225,3.872983346207417,2.772588722239781,1-2yr,225.0,2.2729973082324975,-0.7073092726119323,0.8055257428025198,-0.7958449107717819,-0.49812755448881463,-0.22871651128783,-0.7958449107717819
3865-YIOTT,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.1,7848.5,No,5184,8.48528137423857,4.290459441148391,4-6yr,5184.0,-0.43988526114243554,1.6135866757254156,1.3738199679472343,1.9718041852681794,1.3522925206646685,1.0848773619911327,1.9718041852681794
5993-BQHEA,Male,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.05,267,No,144,3.4641016151377544,2.5649493574615367,0-1yr,144.0,-0.43988526114243554,-0.829461690945477,-1.4859296270061402,-0.8410515203259736,-0.6621679003070101,-0.40841152353522014,-0.8410515203259736
6024-RUGGH,Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.2,1798.9,No,5184,8.48528137423857,4.290459441148391,4-6yr,5184.0,-0.43988526114243554,1.6135866757254156,-1.3147766878543692,1.9718041852681794,1.3522925206646685,1.0848773619911327,1.9718041852681794
6513-EECDB,Male,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.55,73.55,Yes,1,1.0,0.6931471805599453,0-1yr,1.0,2.2729973082324975,-1.2773538915018072,0.2920669253472072,-0.9208607199092997,-1.6507473607317271,-2.028304338475409,-0.9208607199092997
3956-CJUST,Female,1,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.4,1643.55,No,529,4.795831523312719,3.1780538303479458,1-2yr,529.0,2.2729973082324975,-0.3815694903891466,0.35354904912017365,-0.6261805983708647,-0.12788764742812672,0.12218062059850286,-0.6261805983708647
4079-WWQQQ,Male,0,No,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),65.55,4807.45,No,5184,8.48528137423857,4.290459441148391,4-6yr,5184.0,-0.43988526114243554,1.6135866757254156,0.026198282004650585,1.9718041852681794,1.3522925206646685,1.0848773619911327,1.9718041852681794
6103-BOCOU,Female,0,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.7,2193,No,676,5.0990195135927845,3.295836866004329,2-4yr,676.0,-0.43988526114243554,-0.259417072055602,0.5296870253346173,-0.5441389736243686,-0.00625085371920926,0.22411227530864183,-0.5441389736243686
5149-TGWDZ,Female,0,No,No,21,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,104.55,2239.4,No,441,4.58257569495584,3.091042453358316,1-2yr,441.0,-0.43988526114243554,-0.46300443594484303,1.322307918299614,-0.6752939519606038,-0.21344431864425428,0.04687933815375898,-0.6752939519606038
7471-WNSUF,Male,0,Yes,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.15,1505.9,No,3600,7.745966692414834,4.110873864173311,4-6yr,3600.0,-0.43988526114243554,1.124977002391237,-1.3496719472930798,1.0877638206528741,1.0556849032062787,0.9294606254370787,1.0877638206528741
8942-DBMHZ,Male,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,255.35,No,144,3.4641016151377544,2.5649493574615367,0-1yr,144.0,-0.43988526114243554,-0.829461690945477,-1.472636194839012,-0.8410515203259736,-0.6621679003070101,-0.40841152353522014,-0.8410515203259736
4301-VVZKA,Male,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.4,1189.4,No,256,4.0,2.833213344056216,1-2yr,256.0,-0.43988526114243554,-0.6665917998340841,0.35354904912017365,-0.7785436157572146,-0.44716940637518454,-0.1762508231393797,-0.7785436157572146
9199-PWQVC,Female,0,Yes,No,63,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),79.7,4786.15,No,3969,7.937253933193772,4.1588830833596715,4-6yr,3969.0,-0.43988526114243554,1.2471294207247816,0.49645344491679777,1.2937050419553031,1.1324279385233524,0.9710087068372224,1.2937050419553031
4824-GUCBY,Female,1,No,No,22,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,81.7,1820.9,No,484,4.69041575982343,3.1354942159291497,1-2yr,484.0,2.2729973082324975,-0.4222869631669948,0.5629206057524369,-0.6512953814565268,-0.1701796770872507,0.08534872967840955,-0.6512953814565268
5393-HJZSM,Female,0,Yes,Yes,32,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),76.3,2404.15,No,1024,5.656854249492381,3.4965075614664802,2-4yr,1024.0,-0.43988526114243554,-0.015112235388512757,0.383459271496211,-0.3499179844285818,0.21754834304847673,0.3977764700400915,-0.3499179844285818
7074-IEVOJ,Female,1,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.4,205.05,Yes,9,1.7320508075688772,1.3862943611198906,0-1yr,9.0,2.2729973082324975,-1.1959189459461108,0.486483370791452,-0.9163958695829598,-1.3570539562454589,-1.4284417294128826,-0.9163958695829598
9625-QSTYE,Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.15,952.3,Yes,169,3.605551275463989,2.6390573296152584,1-2yr,169.0,-0.43988526114243554,-0.7887442181676287,0.5446421365226363,-0.8270988630561613,-0.6054193360337177,-0.34427709036540943,-0.8270988630561613
0862-PRCBS,Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),103.75,7039.45,No,4624,8.246211251235321,4.23410650459726,4-6yr,4624.0,-0.43988526114243554,1.4507167846140228,1.2957210539653585,1.6592646624243845,1.2563793441339963,1.0361084706272687,1.6592646624243845
8812-ZRHFP,Female,0,Yes,Yes,30,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Electronic check,86.45,2538.05,No,900,5.477225575051661,3.4339872044851463,2-4yr,900.0,-0.43988526114243554,-0.09654718094420918,0.7207801127370799,-0.41912316448685066,0.14548263887276394,0.34367017701867725,-0.41912316448685066
5146-CBVOE,Female,0,No,No,16,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.1,1212.85,No,256,4.0,2.833213344056216,1-2yr,256.0,-0.43988526114243554,-0.6665917998340841,0.3435789749948274,-0.7785436157572146,-0.44716940637518454,-0.1762508231393797,-0.7785436157572146
0454-OKRCT,Male,0,No,No,33,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),80.6,2651.1,No,1089,5.744562646538029,3.5263605246161616,2-4yr,1089.0,-0.43988526114243554,0.025605237389335452,0.5263636672928351,-0.31364107552706993,0.2527363074138409,0.4236117859231467,-0.31364107552706993
5787-KXGIY,Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.3,1304.8,No,5184,8.48528137423857,4.290459441148391,4-6yr,5184.0,-0.43988526114243554,1.6135866757254156,-1.5108548123195047,1.9718041852681794,1.3522925206646685,1.0848773619911327,1.9718041852681794
4750-ZRXIU,Female,1,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.6,360.1,Yes,16,2.0,1.6094379124341003,0-1yr,16.0,2.2729973082324975,-1.1552014731682625,0.6592979889641134,-0.9124891255474125,-1.2495547092795463,-1.235329102483221,-0.9124891255474125
4198-VFOEA,Female,0,No,No,12,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,33.6,435.45,No,144,3.4641016151377544,2.5649493574615367,0-1yr,144.0,-0.43988526114243554,-0.829461690945477,-1.0356146123446848,-0.8410515203259736,-0.6621679003070101,-0.40841152353522014,-0.8410515203259736
6630-UJZMY,Female,1,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.25,308.05,No,16,2.0,1.6094379124341003,0-1yr,16.0,2.2729973082324975,-1.1552014731682625,0.6144326554000572,-0.9124891255474125,-1.2495547092795463,-1.235329102483221,-0.9124891255474125
5709-LVOEQ,Female,0,Yes,Yes,0,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,80.85, ,No,0,0.0,0.0,nan,0.0,-0.43988526114243554,-1.3180713642796553,0.53467206239729,-0.9214188262000923,-2.0519400121839078,-2.628166947537935,-0.9214188262000923
6400-BWQKW,Female,0,No,No,6,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.05,434.5,Yes,36,2.449489742783178,1.9459101490553132,0-1yr,36.0,-0.43988526114243554,-1.073766527612566,0.47485161764521483,-0.9013269997315626,-1.0692227275718043,-0.9441396994279356,-0.9013269997315626
2692-AQCPF,Female,0,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),108.05,7118.9,No,4225,8.06225774829855,4.189654742026425,4-6yr,4225.0,-0.43988526114243554,1.328564366280478,1.4386254497619826,1.4365802523981808,1.1825785505468762,0.9976390791026175,1.4365802523981808
0347-UBKUZ,Female,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,320.45,No,225,3.872983346207417,2.772588722239781,1-2yr,225.0,-0.43988526114243554,-0.7073092726119323,-1.490914664068813,-0.7958449107717819,-0.49812755448881463,-0.22871651128783,-0.7958449107717819
0835-DUUIQ,Female,0,No,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),21.05,531.55,No,576,4.898979485566356,3.2188758248682006,1-2yr,576.0,-0.43988526114243554,-0.3408520176112984,-1.4526960465883205,-0.5999496027036176,-0.08650544295970077,0.15750874257149333,-0.5999496027036176
0811-GSDTP,Female,0,No,Yes,13,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,30.15,382.2,No,169,3.605551275463989,2.6390573296152584,1-2yr,169.0,-0.43988526114243554,-0.7887442181676287,-1.1502704647861623,-0.8270988630561613,-0.6054193360337177,-0.34427709036540943,-0.8270988630561613
7567-ECMCM,Male,0,No,No,24,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),79.85,2001,No,576,4.898979485566356,3.2188758248682006,1-2yr,576.0,-0.43988526114243554,-0.3408520176112984,0.5014384819794704,-0.5999496027036176,-0.08650544295970077,0.15750874257149333,-0.5999496027036176
6115-ZTBFQ,Female,0,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),65.5,4919.7,No,5184,8.48528137423857,4.290459441148391,4-6yr,5184.0,-0.43988526114243554,1.6135866757254156,0.0245366029837597,1.9718041852681794,1.3522925206646685,1.0848773619911327,1.9718041852681794
6353-BRMMA,Female,0,Yes,Yes,54,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.1,5645.8,No,2916,7.3484692283495345,4.007333185232471,4-6yr,2916.0,-0.43988526114243554,0.8806721657241479,1.3073528071115952,0.7060191177508105,0.8962118416524031,0.839854574145947,0.7060191177508105
6680-WKXRZ,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.4,215.8,Yes,9,1.7320508075688772,1.3862943611198906,0-1yr,9.0,-0.43988526114243554,-1.1959189459461108,0.3203154687023541,-0.9163958695829598,-1.3570539562454589,-1.4284417294128826,-0.9163958695829598
6231-WFGFH,Male,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.5,77.6,No,16,2.0,1.6094379124341003,0-1yr,16.0,-0.43988526114243554,-1.1552014731682625,-1.470974515818121,-0.9124891255474125,-1.2495547092795463,-1.235329102483221,-0.9124891255474125
9904-EHEVJ,Female,1,Yes,Yes,32,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,91.35,2896.55,No,1024,5.656854249492381,3.4965075614664802,2-4yr,1024.0,2.2729973082324975,-0.015112235388512757,0.8836246567843955,-0.3499179844285818,0.21754834304847673,0.3977764700400915,-0.3499179844285818
7028-DVOIQ,Male,1,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.05,3395.8,Yes,1225,5.916079783099616,3.58351893845611,2-4yr,1225.0,2.2729973082324975,0.10704018294503187,1.1395232260016064,-0.2377386199792912,0.32154772220046995,0.47307775248483536,-0.2377386199792912
6169-PPETC,Male,0,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.5,759.35,No,1225,5.916079783099616,3.58351893845611,2-4yr,1225.0,-0.43988526114243554,0.10704018294503187,-1.470974515818121,-0.2377386199792912,0.32154772220046995,0.47307775248483536,-0.2377386199792912
4208-UFFGW,Male,1,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.95,85.15,Yes,4,1.4142135623730951,1.0986122886681098,0-1yr,4.0,2.2729973082324975,-1.236636418723959,-0.6584134746024325,-0.9191864010369223,-1.4845679233758118,-1.6774072065890762,-0.9191864010369223
8584-KMVXD,Female,0,No,No,8,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,75.6,535.55,No,64,2.8284271247461903,2.1972245773362196,0-1yr,64.0,-0.43988526114243554,-0.9923315820568698,0.3601957652037372,-0.8857000235893728,-0.9171958345677156,-0.726647465640217,-0.8857000235893728
8467-WYNSR,Male,0,No,No,22,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,55.1,1253.15,No,484,4.69041575982343,3.1354942159291497,1-2yr,484.0,-0.43988526114243554,-0.4222869631669948,-0.32109263336156385,-0.6512953814565268,-0.1701796770872507,0.08534872967840955,-0.6512953814565268
0851-DFJKB,Female,0,No,No,15,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,58.95,955.15,No,225,3.872983346207417,2.772588722239781,1-2yr,225.0,-0.43988526114243554,-0.7073092726119323,-0.1931433487529584,-0.7958449107717819,-0.49812755448881463,-0.22871651128783,-0.7958449107717819
5382-SOYZL,Male,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,2162.6,No,484,4.69041575982343,3.1354942159291497,1-2yr,484.0,-0.43988526114243554,-0.4222869631669948,1.008250583351219,-0.6512953814565268,-0.1701796770872507,0.08534872967840955,-0.6512953814565268
9448-REEVD,Male,0,Yes,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),44.7,44.7,Yes,1,1.0,0.6931471805599453,0-1yr,1.0,-0.43988526114243554,-1.2773538915018072,-0.6667218697068874,-0.9208607199092997,-1.6507473607317271,-2.028304338475409,-0.9208607199092997
3261-CQXOL,Female,0,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.45,1813.35,No,5041,8.426149773176359,4.276666119016055,4-6yr,5041.0,-0.43988526114243554,1.5728692029475673,-1.3064682927499143,1.8919949856848532,1.3285693568499077,1.0729403615473618,1.8919949856848532
8388-FYNPZ,Male,0,No,No,4,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,56.75,245.15,No,16,2.0,1.6094379124341003,0-1yr,16.0,-0.43988526114243554,-1.1552014731682625,-0.2662572256721616,-0.9124891255474125,-1.2495547092795463,-1.235329102483221,-0.9124891255474125
4002-BQWPQ,Male,0,No,No,25,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),81.75,2028.8,No,625,5.0,3.258096538021482,2-4yr,625.0,-0.43988526114243554,-0.3001345448334502,0.5645822847733278,-0.5726023944547856,-0.04597675492300373,0.19145108552730625,-0.5726023944547856
5651-YLPRD,Female,0,Yes,Yes,32,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.1,2723.75,No,1024,5.656854249492381,3.4965075614664802,2-4yr,1024.0,-0.43988526114243554,-0.015112235388512757,0.7091483595908428,-0.3499179844285818,0.21754834304847673,0.3977764700400915,-0.3499179844285818
2826-DXLQO,Male,1,Yes,No,7,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.8,220.45,No,49,2.6457513110645907,2.0794415416798357,0-1yr,49.0,2.2729973082324975,-1.033049054834718,-1.1619022179323992,-0.8940716179512602,-0.9904840286148211,-0.8285791203503564,-0.8940716179512602
4378-BZYFP,Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.5,365.8,No,289,4.123105625617661,2.8903717578961645,1-2yr,289.0,-0.43988526114243554,-0.6258743270562359,-1.470974515818121,-0.7601261081610624,-0.3977803340249558,-0.12678485657769104,-0.7601261081610624
9489-UTFKA,Male,1,Yes,No,8,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),60.9,551.95,No,64,2.8284271247461903,2.1972245773362196,0-1yr,64.0,2.2729973082324975,-0.9923315820568698,-0.1283378669382104,-0.8857000235893728,-0.9171958345677156,-0.726647465640217,-0.8857000235893728
4849-PYRLQ,Female,1,No,No,56,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),73.25,4054.2,No,3136,7.483314773547883,4.04305126783455,4-6yr,3136.0,2.2729973082324975,0.9621071112798443,0.2820968512218614,0.8288025017251585,0.9503108834670433,0.8707656747336829,0.8288025017251585
9117-SHLZX,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.7,45.7,Yes,1,1.0,0.6931471805599453,0-1yr,1.0,-0.43988526114243554,-1.2773538915018072,-0.6334882892890678,-0.9208607199092997,-1.6507473607317271,-2.028304338475409,-0.9208607199092997
9889-TMAHG,Male,1,No,No,8,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),100.3,832.35,Yes,64,2.8284271247461903,2.1972245773362196,0-1yr,64.0,2.2729973082324975,-0.9923315820568698,1.1810652015238807,-0.8857000235893728,-0.9171958345677156,-0.726647465640217,-0.8857000235893728
4541-RMRLG,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.25,112.3,Yes,49,2.6457513110645907,2.0794415416798357,0-1yr,49.0,-0.43988526114243554,-1.033049054834718,-1.5125164913403957,-0.8940716179512602,-0.9904840286148211,-0.8285791203503564,-0.8940716179512602
7764-BDPEE,Male,0,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.85,60.65,No,9,1.7320508075688772,1.3862943611198906,0-1yr,9.0,-0.43988526114243554,-1.1959189459461108,-1.4593427626718842,-0.9163958695829598,-1.3570539562454589,-1.4284417294128826,-0.9163958695829598
3429-IFLEM,Female,0,No,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),77.35,5550.1,No,5041,8.426149773176359,4.276666119016055,4-6yr,5041.0,-0.43988526114243554,1.5728692029475673,0.4183545309349215,1.8919949856848532,1.3285693568499077,1.0729403615473618,1.8919949856848532
3158-MOERK,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.0,174.8,Yes,4,1.4142135623730951,1.0986122886681098,0-1yr,4.0,-0.43988526114243554,-1.236636418723959,1.0381608057272567,-0.9191864010369223,-1.4845679233758118,-1.6774072065890762,-0.9191864010369223
7294-TMAOP,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.55,90.55,Yes,1,1.0,0.6931471805599453,0-1yr,1.0,-0.43988526114243554,-1.2773538915018072,0.85703779245014,-0.9208607199092997,-1.6507473607317271,-2.028304338475409,-0.9208607199092997
5002-GCQFH,Male,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.85,4733.1,No,2401,7.0,3.912023005428146,4-6yr,2401.0,-0.43988526114243554,0.6770848018349068,0.9667086078289444,0.41859437799267785,0.7564085479813579,0.7573713516340197,0.41859437799267785
0556-FJEGU,Male,0,No,No,58,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),70.1,4048.95,No,3364,7.615773105863909,4.07753744390572,4-6yr,3364.0,-0.43988526114243554,1.0435420568355407,0.17741107290572955,0.9560507360258463,1.0034521930158438,0.900610660235795,0.9560507360258463
8919-FYFQZ,Male,1,Yes,No,44,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.35,1359.7,Yes,1936,6.6332495807108,3.8066624897703196,2-4yr,1936.0,2.2729973082324975,0.47349743794566573,-1.1436237487025984,0.1590749527741697,0.6092709748455246,0.666190379414497,0.1590749527741697
0604-THJFP,Female,0,Yes,Yes,59,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),75.95,4542.35,No,3481,7.681145747868608,4.0943445622221,4-6yr,3481.0,-0.43988526114243554,1.0842595296133888,0.37182751834997435,1.0213491720485677,1.0296792165941433,0.9151558565906905,1.0213491720485677
2834-JRTUA,Male,0,No,No,71,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,108.05,7532.15,Yes,5041,8.426149773176359,4.276666119016055,4-6yr,5041.0,-0.43988526114243554,1.5728692029475673,1.4386254497619826,1.8919949856848532,1.3285693568499077,1.0729403615473618,1.8919949856848532
5875-YPQFJ,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.9,69.9,Yes,1,1.0,0.6931471805599453,0-1yr,1.0,-0.43988526114243554,-1.2773538915018072,0.170764356822166,-0.9208607199092997,-1.6507473607317271,-2.028304338475409,-0.9208607199092997
5879-SESNB,Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.25,888.65,No,121,3.3166247903554,2.4849066497880004,0-1yr,121.0,-0.43988526114243554,-0.8701791637233252,0.34856401205750054,-0.8538879650142008,-0.7213345186691916,-0.47768198846402354,-0.8538879650142008
6646-QVXLR,Male,1,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.75,6383.35,Yes,3844,7.874007874011811,4.143134726391533,4-6yr,3844.0,2.2729973082324975,1.2064119479469335,1.2957210539653585,1.223941755606242,1.10705408434624,0.9573797824697823,1.223941755606242
6461-PPAXN,Female,0,Yes,Yes,35,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),54.95,1916,No,1225,5.916079783099616,3.58351893845611,2-4yr,1225.0,-0.43988526114243554,0.10704018294503187,-0.32607767042423674,-0.2377386199792912,0.32154772220046995,0.47307775248483536,-0.2377386199792912
